kind,object,owner_proposed,packages,reviewer_proposed,source
endpoint,GET /api/orders/{order_id}/final-qc-records,A1,P03,A2,beeloft/api.py#final_qc_records
endpoint,GET /api/final-qc-records/{record_id},A1,P03,A2,beeloft/api.py#final_qc_record
endpoint,POST /api/final-qc-records/{record_id}/reverse,A1,P03,A2,beeloft/api.py#reverse_final_qc_record
endpoint,POST /api/final-qc-records/{record_id}/rework-completions,A1,P03,A2,beeloft/api.py#create_rework_completion
endpoint,GET /api/final-qc-records/{record_id}/rework-completions,A1,P03,A2,beeloft/api.py#final_qc_rework_completions
endpoint,GET /api/orders/{order_id}/rework-completions,A1,P03,A2,beeloft/api.py#rework_completions
endpoint,GET /api/rework-completions/{completion_id},A1,P03,A2,beeloft/api.py#rework_completion
endpoint,POST /api/rework-completions/{completion_id}/qc-records,A1,P03,A2,beeloft/api.py#create_rework_reinspection_record
endpoint,POST /api/rework-completions/{completion_id}/reverse,A1,P03,A2,beeloft/api.py#reverse_rework_completion
endpoint,POST /api/final-qc-records/{record_id}/finished-goods-receipts,A2,I01,A1,beeloft/api.py#create_finished_goods_receipt
endpoint,GET /api/orders/{order_id}/finished-goods-receipts,A2,I01,A1,beeloft/api.py#finished_goods_receipts
endpoint,GET /api/finished-goods-receipts/scan,A2,I01,A1,beeloft/api.py#scan_finished_goods_receipt
endpoint,GET /api/finished-goods-receipts/{receipt_id},A2,I01,A1,beeloft/api.py#finished_goods_receipt
endpoint,GET /api/finished-goods-receipts/{receipt_id}/traceability,A2,I01,A1,beeloft/api.py#finished_goods_traceability
endpoint,GET /api/finished-goods-receipts/{receipt_id}/label.svg,A2,I01,A1,beeloft/api.py#finished_goods_receipt_label
endpoint,POST /api/finished-goods-receipts/{receipt_id}/reverse,A2,I01,A1,beeloft/api.py#reverse_finished_goods_receipt
endpoint,GET /api/finished-goods-inventory,A2,I01,A1,beeloft/api.py#finished_goods_inventory
endpoint,POST /api/finished-goods-receipts/{receipt_id}/warehouse-movements,A2,I01,A1,beeloft/api.py#create_warehouse_movement
endpoint,GET /api/orders/{order_id}/warehouse-movements,A2,I01,A1,beeloft/api.py#warehouse_movements
endpoint,GET /api/warehouse-movements/{movement_id},A2,I01,A1,beeloft/api.py#warehouse_movement
endpoint,POST /api/warehouse-movements/{movement_id}/reverse,A2,I01,A1,beeloft/api.py#reverse_warehouse_movement
endpoint,GET /api/warehouse-inventory,A2,I01,A1,beeloft/api.py#warehouse_inventory
endpoint,POST /api/finished-goods-receipts/{receipt_id}/marketplace-reservations,A2,S01/S02,A3,beeloft/api.py#create_marketplace_reservation
endpoint,GET /api/orders/{order_id}/marketplace-reservations,A2,S01/S02,A3,beeloft/api.py#marketplace_reservations
endpoint,GET /api/marketplace-reservations/{reservation_id},A2,S01/S02,A3,beeloft/api.py#marketplace_reservation
endpoint,POST /api/marketplace-reservations/{reservation_id}/release,A2,S01/S02,A3,beeloft/api.py#release_marketplace_reservation
endpoint,POST /api/marketplace-reservations/{reservation_id}/picks,A2,S01/S02,A3,beeloft/api.py#create_marketplace_pick
endpoint,GET /api/orders/{order_id}/marketplace-picks,A2,S01/S02,A3,beeloft/api.py#marketplace_picks
endpoint,GET /api/marketplace-picks/{pick_id},A2,S01/S02,A3,beeloft/api.py#marketplace_pick
endpoint,POST /api/marketplace-picks/{pick_id}/reverse,A2,S01/S02,A3,beeloft/api.py#reverse_marketplace_pick
endpoint,POST /api/marketplace-picks/{pick_id}/packs,A2,S01/S02,A3,beeloft/api.py#create_marketplace_pack
endpoint,GET /api/orders/{order_id}/marketplace-packs,A2,S01/S02,A3,beeloft/api.py#marketplace_packs
endpoint,GET /api/marketplace-packs/{pack_id},A2,S01/S02,A3,beeloft/api.py#marketplace_pack
endpoint,POST /api/marketplace-packs/{pack_id}/reverse,A2,S01/S02,A3,beeloft/api.py#reverse_marketplace_pack
endpoint,POST /api/marketplace-packs/{pack_id}/shipments,A2,S01/S02,A3,beeloft/api.py#create_marketplace_shipment
endpoint,GET /api/orders/{order_id}/marketplace-shipments,A2,S01/S02,A3,beeloft/api.py#marketplace_shipments
endpoint,GET /api/marketplace-shipments/{shipment_id},A2,S01/S02,A3,beeloft/api.py#marketplace_shipment
endpoint,POST /api/marketplace-shipments/{shipment_id}/reverse,A2,S01/S02,A3,beeloft/api.py#reverse_marketplace_shipment
endpoint,POST /api/marketplace-shipments/{shipment_id}/sale-settlements,A2,I01/S02,A1,beeloft/api.py#create_marketplace_sale_settlement
endpoint,GET /api/orders/{order_id}/sale-settlements,A2,I01/S02,A1,beeloft/api.py#marketplace_sale_settlements
endpoint,GET /api/marketplace-sale-settlements/{settlement_id},A2,I01/S02,A1,beeloft/api.py#marketplace_sale_settlement
endpoint,POST /api/marketplace-sale-settlements/{settlement_id}/reverse,A2,I01/S02,A1,beeloft/api.py#reverse_marketplace_sale_settlement
endpoint,GET /api/orders/{order_id}/contribution-margin,A2,I01/S02,A1,beeloft/api.py#contribution_margin
endpoint,GET /api/demand-forecast,A3,R01,A1/A2,beeloft/api.py#demand_forecast
endpoint,GET /api/return-insights,A3,R01,A1/A2,beeloft/api.py#return_insights
endpoint,GET /api/size-demand-insights,A3,R01,A1/A2,beeloft/api.py#size_demand_insights
endpoint,GET /api/dead-stock-insights,A3,R01,A1/A2,beeloft/api.py#dead_stock_insights
endpoint,GET /api/stock-adjustment-insights,A3,R01,A1/A2,beeloft/api.py#stock_adjustment_insights
endpoint,GET /api/supplier-performance-insights,A3,R01,A1/A2,beeloft/api.py#supplier_performance_insights
endpoint,GET /api/material-price-insights,A3,R01,A1/A2,beeloft/api.py#material_price_insights
endpoint,GET /api/purchase-commitment-insights,A3,R01,A1/A2,beeloft/api.py#purchase_commitment_insights
endpoint,GET /api/wip-ageing-insights,A1,P02/P03,A2,beeloft/api.py#wip_ageing_insights
endpoint,GET /api/capacity-plan,A1,P02,A3,beeloft/api.py#capacity_plan
endpoint,GET /api/production-quality-insights,A1,P02/P03,A2,beeloft/api.py#production_quality_insights
endpoint,GET /api/replenishment-recommendations,A3,R01,A1/A2,beeloft/api.py#replenishment_recommendations
endpoint,POST /api/marketplace-shipments/{shipment_id}/returns,A2,S01/S02,A3,beeloft/api.py#create_marketplace_return
endpoint,GET /api/orders/{order_id}/marketplace-returns,A2,S01/S02,A3,beeloft/api.py#marketplace_returns
endpoint,GET /api/marketplace-returns/{return_id},A2,S01/S02,A3,beeloft/api.py#marketplace_return
endpoint,POST /api/marketplace-returns/{return_id}/reverse,A2,S01/S02,A3,beeloft/api.py#reverse_marketplace_return
endpoint,POST /api/finished-goods-receipts/{receipt_id}/adjustments,A2,I01,A1,beeloft/api.py#create_finished_goods_adjustment
endpoint,GET /api/orders/{order_id}/finished-goods-adjustments,A2,I01,A1,beeloft/api.py#finished_goods_adjustments
endpoint,GET /api/finished-goods-adjustments/{adjustment_id},A2,I01,A1,beeloft/api.py#finished_goods_adjustment
endpoint,POST /api/finished-goods-adjustments/{adjustment_id}/reverse,A2,I01,A1,beeloft/api.py#reverse_finished_goods_adjustment
endpoint,POST /api/finished-goods-receipts/{receipt_id}/stock-counts,A2,I01,A1,beeloft/api.py#create_finished_goods_stock_count
endpoint,GET /api/orders/{order_id}/finished-goods-stock-counts,A2,I01,A1,beeloft/api.py#finished_goods_stock_counts
endpoint,GET /api/finished-goods-stock-counts/{count_id},A2,I01,A1,beeloft/api.py#finished_goods_stock_count
endpoint,POST /api/finished-goods-stock-counts/{count_id}/reverse,A2,I01,A1,beeloft/api.py#reverse_finished_goods_stock_count
endpoint,POST /api/material-consumption,A1,P02/P03,A2,beeloft/api.py#consume_material
endpoint,POST /api/material-consumption/{consumption_id}/reverse,A1,P02/P03,A2,beeloft/api.py#reverse_consumption
endpoint,GET /api/orders/{order_id}/material-consumption,A1,P02/P03,A2,beeloft/api.py#order_consumption
endpoint,GET /api/orders/{order_id}/consumption-history,A1,P02/P03,A2,beeloft/api.py#consumption_history
endpoint,GET /api/orders/{order_id}/material-reservations,A1,P02/P03,A2,beeloft/api.py#order_reservations
endpoint,GET /api/orders/{order_id}/reservation-history,A1,P02/P03,A2,beeloft/api.py#reservation_history
endpoint,GET /api/material-batches/{batch_id},A2,I01,A1,beeloft/api.py#material_batch
endpoint,GET /api/material-batches/{batch_id}/traceability,A2,I01,A1,beeloft/api.py#material_batch_traceability
endpoint,POST /api/material-issues,A2,I01,A1,beeloft/api.py#issue_material
endpoint,POST /api/material-movements/{movement_id}/reverse,A2,I01,A1,beeloft/api.py#reverse_material
endpoint,GET /api/material-batches/{batch_id}/movements,A2,I01,A1,beeloft/api.py#batch_material_history
endpoint,GET /api/orders/{order_id}/material-movements,A2,I01,A1,beeloft/api.py#order_material_history
endpoint,POST /api/orders,A1,P02/P03,A2,beeloft/api.py#create_order
endpoint,GET /api/orders,A1,P02/P03,A2,beeloft/api.py#orders
endpoint,GET /api/production-board,A1,P02/P03,A2,beeloft/api.py#production_board
endpoint,GET /api/orders/{order_id},A1,P02/P03,A2,beeloft/api.py#order
endpoint,GET /api/orders/{order_id}/movements,A1,P02/P03,A2,beeloft/api.py#history
endpoint,POST /api/movements,A1,P02/P03,A2,beeloft/api.py#move
endpoint,POST /api/movements/{movement_id}/reverse,A1,P02/P03,A2,beeloft/api.py#reverse
endpoint,GET /api/orders/{order_id}/issues,A1,P02,A3,beeloft/api.py#issues
endpoint,POST /api/issues,A1,P02,A3,beeloft/api.py#create_issue
endpoint,POST /api/issues/{issue_id}/resolve,A1,P02,A3,beeloft/api.py#resolve_issue
endpoint,POST /api/orders/{order_id}/changes,A1,P02/P03,A2,beeloft/api.py#change_order
endpoint,GET /api/orders/{order_id}/changes,A1,P02/P03,A2,beeloft/api.py#order_changes
endpoint,POST /api/orders/{order_id}/change-requests,A1,P02,A3,beeloft/api.py#create_production_change_request
endpoint,GET /api/orders/{order_id}/change-requests,A1,P02,A3,beeloft/api.py#production_change_requests
endpoint,GET /api/production-change-requests/{request_id},A1,P02,A3,beeloft/api.py#production_change_request
endpoint,POST /api/production-change-requests/{request_id}/decisions,A1,P02,A3,beeloft/api.py#decide_production_change_request
endpoint,GET /api/activity,A3,R01,A1/A2,beeloft/api.py#activity
endpoint,GET /api/activity.csv,A3,R01,A1/A2,beeloft/api.py#export_activity
endpoint,GET /api/backup,A3,O02,A0,beeloft/api.py#download_backup
